Address Objects,Address Groups,Address Group Depth,AO Per Address Group,Service Objects,Service Groups,Service Group Depth,SO Per Service Group,NAT Policies,VLANs,Zones,Local Users,User Groups,User Logins,Guest Users,Rules Per Table,DHCP Ranges,SonicPoint Per Interface,S2S VPN Policies,GroupVPN Policies,Static Routes,Tunnel interface,Static ARP Entries,Schedule Objects,Application Firewall Policies,Application Firewall APP Objects,Application Firewall Actions,Application Firewall Email User Objects,VPN Phase 1 SA's,VPN Phase 2 SA's,SSLVPN Connections,Botnet Filters,GeoIP Filters,Static Routes for FQDN,REST API Agents,REST API User Logins,DPI-SSH,Dynamic Address Objects
152550,49254,152551,3096,850,200,200,200,2048,128,518,4000,8192,5000,10000,37050,16384,128,25000,50,3072,1536,300,3200,500,500,500,500,25000,32000,100,512,512,3072,48,20000,0,256
